alias	gene_id	gene_symbol	gene_desc
LOC700088	700088	LOC700088	protein PAT1 homolog 1-like
TADA3	700090	TADA3	transcriptional adaptor 3
ZBBX	700091	ZBBX	zinc finger B-box domain containing
BICDL2	700092	BICDL2	BICD family like cargo adaptor 2
SCNN1B	700093	SCNN1B	sodium channel epithelial 1 subunit beta
TSNAXIP1	700095	TSNAXIP1	translin associated factor X interacting protein 1
CDK10	700096	CDK10	cyclin dependent kinase 10
OLIG2	700098	OLIG2	oligodendrocyte transcription factor 2
POLD2	700100	POLD2	DNA polymerase delta 2, accessory subunit
HOXA6	700102	HOXA6	homeobox A6
SGCE	700104	SGCE	sarcoglycan epsilon
LOC700105	700105	LOC700105	T cell receptor beta variable 13-like
DLK2	700106	DLK2	delta like non-canonical Notch ligand 2
GTF2H5	700107	GTF2H5	general transcription factor IIH subunit 5
CEP57L1	700109	CEP57L1	centrosomal protein 57 like 1
LOC700110	700110	LOC700110	keratin, type I cytoskeletal 18 pseudogene
NUP54	700112	NUP54	nucleoporin 54
LOC700113	700113	LOC700113	eukaryotic translation initiation factor 2 subunit 3 pseudogene
BASP1	700114	BASP1	brain abundant membrane attached signal protein 1
UGT3A1	700115	UGT3A1	UDP glycosyltransferase family 3 member A1
RAD17	700116	RAD17	RAD17 checkpoint clamp loader component
ERAP2	700118	ERAP2	endoplasmic reticulum aminopeptidase 2
ZNF474	700119	ZNF474	zinc finger protein 474
PCDHB5	700121	PCDHB5	protocadherin beta 5
FOXI1	700122	FOXI1	forkhead box I1
PRR7	700123	PRR7	proline rich 7, synaptic
TBC1D21	700124	TBC1D21	TBC1 domain family member 21
ACTR10	700125	ACTR10	actin related protein 10
FGFR1	700126	FGFR1	fibroblast growth factor receptor 1
ST8SIA6	700128	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
LRRC27	700131	LRRC27	leucine rich repeat containing 27
LOC700134	700134	LOC700134	40S ribosomal protein S20 pseudogene
HUWE1	700136	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
NRK	700137	NRK	Nik related kinase
FMR1	700138	FMR1	FMRP translational regulator 1
GDI1	700139	GDI1	GDP dissociation inhibitor 1
YBX1	700140	YBX1	Y-box binding protein 1
ISG15	700141	ISG15	ISG15 ubiquitin like modifier
LOC700142	700142	LOC700142	transcription initiation factor TFIID subunit 13
DZANK1	700143	DZANK1	double zinc ribbon and ankyrin repeat domains 1
LOC700145	700145	LOC700145	selenide, water dikinase 1 pseudogene
TM6SF1	700147	TM6SF1	transmembrane 6 superfamily member 1
MRPS31	700149	MRPS31	mitochondrial ribosomal protein S31
RPL36	700150	RPL36	ribosomal protein L36
DCBLD2	700151	DCBLD2	discoidin, CUB and LCCL domain containing 2
TBCCD1	700153	TBCCD1	TBCC domain containing 1
LOC700154	700154	LOC700154	T cell receptor beta variable 6-5-like
LOC700155	700155	LOC700155	multiple coagulation factor deficiency protein 2 pseudogene
ABCC10	700156	ABCC10	ATP binding cassette subfamily C member 10
ZNF292	700157	ZNF292	zinc finger protein 292
LOC700159	700159	LOC700159	ubiquitin domain-containing protein UBFD1-like
CT62	700164	CT62	cancer/testis associated 62
YLPM1	700167	YLPM1	YLP motif containing 1
DGLUCY	700168	DGLUCY	D-glutamate cyclase
ZNF438	700170	ZNF438	zinc finger protein 438
WAPL	700171	WAPL	WAPL cohesin release factor
CABCOCO1	700172	CABCOCO1	ciliary associated calcium binding coiled-coil 1
LOC700173	700173	LOC700173	prohibitin pseudogene
MECP2	700174	MECP2	methyl-CpG binding protein 2
SLC35D1	700175	SLC35D1	solute carrier family 35 member D1
INTS11	700176	INTS11	integrator complex subunit 11
GSTM1	700178	GSTM1	glutathione S-transferase mu 1
CHD1L	700179	CHD1L	chromodomain helicase DNA binding protein 1 like
EPHX1	700180	EPHX1	epoxide hydrolase 1
DPT	700181	DPT	dermatopontin
MTG2	700182	MTG2	mitochondrial ribosome associated GTPase 2
PLA2G6	700184	PLA2G6	phospholipase A2 group VI
GSTT2B	700185	GSTT2B	glutathione S-transferase theta 2B
ERP27	700186	ERP27	endoplasmic reticulum protein 27
KRT79	700188	KRT79	keratin 79
NTS	700189	NTS	neurotensin
ORAI1	700190	ORAI1	ORAI calcium release-activated calcium modulator 1
PLA2R1	700191	PLA2R1	phospholipase A2 receptor 1
CYP27A1	700192	CYP27A1	cytochrome P450, family 27, subfamily A, polypeptide 1
IL1A	700193	IL1A	interleukin 1 alpha
MUC15	700194	MUC15	mucin 15, cell surface associated
PTH	700195	PTH	parathyroid hormone
GAB2	700197	GAB2	GRB2 associated binding protein 2
CCDC82	700198	CCDC82	coiled-coil domain containing 82
TTC36	700199	TTC36	tetratricopeptide repeat domain 36
CNTRL	700200	CNTRL	centriolin
IL11RA	700201	IL11RA	interleukin 11 receptor subunit alpha
C15H9orf135	700202	C15H9orf135	chromosome 15 C9orf135 homolog
TOR2A	700203	TOR2A	torsin family 2 member A
MRM3	700204	MRM3	mitochondrial rRNA methyltransferase 3
ALKBH5	700205	ALKBH5	alkB homolog 5, RNA demethylase
RARA	700206	RARA	retinoic acid receptor alpha
MRPL58	700207	MRPL58	mitochondrial ribosomal protein L58
EPSTI1	700208	EPSTI1	epithelial stromal interaction 1
POP4	700209	POP4	POP4 homolog, ribonuclease P/MRP subunit
TMEM190	700210	TMEM190	transmembrane protein 190
CAMK1	700212	CAMK1	calcium/calmodulin dependent protein kinase I
GRM2	700214	GRM2	glutamate metabotropic receptor 2
LOC700215	700215	LOC700215	nmrA-like family domain-containing protein 1
THOC6	700217	THOC6	THO complex 6
COG7	700218	COG7	component of oligomeric golgi complex 7
OGFOD1	700219	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
HOXA5	700221	HOXA5	homeobox A5
CASD1	700222	CASD1	CAS1 domain containing 1
FLNC	700223	FLNC	filamin C
LOC700224	700224	LOC700224	T cell receptor beta variable 9-like
PHACTR1	700226	PHACTR1	phosphatase and actin regulator 1
BTN3A1	700227	BTN3A1	butyrophilin subfamily 3 member A1
YIPF3	700228	YIPF3	Yip1 domain family member 3
LOC700229	700229	LOC700229	AP-4 complex subunit sigma-1
LTV1	700231	LTV1	LTV1 ribosome biogenesis factor
SESN1	700232	SESN1	sestrin 1
LOC700233	700233	LOC700233	small nuclear ribonucleoprotein G pseudogene
USP38	700235	USP38	ubiquitin specific peptidase 38
PDGFC	700236	PDGFC	platelet derived growth factor C
UGT3A2	700238	UGT3A2	UDP glycosyltransferase family 3 member A2
TAF9	700239	TAF9	TATA-box binding protein associated factor 9
LOC700241	700241	LOC700241	zinc finger protein 474
PCDHB3	700243	PCDHB3	protocadherin beta 3
LOC700244	700244	LOC700244	keratin, type I cytoskeletal 18 pseudogene
TMCO5A	700246	TMCO5A	transmembrane and coiled-coil domains 5A
MYZAP	700247	MYZAP	myocardial zonula adherens protein
TICRR	700248	TICRR	TOPBP1 interacting checkpoint and replication regulator
LOC700249	700249	LOC700249	60S ribosomal protein L32 pseudogene
PSMA3	700251	PSMA3	proteasome 20S subunit alpha 3
AREL1	700252	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1
DDX24	700253	DDX24	DEAD-box helicase 24
NSD3	700254	NSD3	nuclear receptor binding SET domain protein 3
INTS8	700255	INTS8	integrator complex subunit 8
LOC700256	700256	LOC700256	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic-like
LOC700257	700257	LOC700257	40S ribosomal protein S12 pseudogene
LOC700258	700258	LOC700258	cyclin-Y-like protein 2
DYDC1	700259	DYDC1	DPY30 domain containing 1
PDE6C	700261	PDE6C	phosphodiesterase 6C
LOC700262	700262	LOC700262	40S ribosomal protein S8 pseudogene
LOC700265	700265	LOC700265	tRNA (guanine-N(7)-)-methyltransferase pseudogene
CTRC	700270	CTRC	chymotrypsin C
LOC700271	700271	LOC700271	60S ribosomal protein L21-like
MPEG1	700274	MPEG1	macrophage expressed 1
LOC700275	700275	LOC700275	olfactory receptor 7E24-like
NCAPD3	700276	NCAPD3	non-SMC condensin II complex subunit D3
LOC700277	700277	LOC700277	olfactory receptor 1J1
B4GALNT2	700278	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2
WIPF2	700279	WIPF2	WAS/WASL interacting protein family member 2
COL4A1	700281	COL4A1	collagen type IV alpha 1 chain
NEDD4L	700282	NEDD4L	NEDD4 like E3 ubiquitin protein ligase
LOC700283	700283	LOC700283	uncharacterized LOC700283
LONP1	700284	LONP1	lon peptidase 1, mitochondrial
LOC700285	700285	LOC700285	zinc finger protein 726-like
FBL	700286	FBL	fibrillarin
BRSK1	700287	BRSK1	BR serine/threonine kinase 1
ZBTB24	700290	ZBTB24	zinc finger and BTB domain containing 24
PNN	700296	PNN	pinin, desmosome associated protein
PROX2	700297	PROX2	prospero homeobox 2
ZFYVE21	700298	ZFYVE21	zinc finger FYVE-type containing 21
FAM167A	700299	FAM167A	family with sequence similarity 167 member A
C1H1orf141	700302	C1H1orf141	chromosome 1 C1orf141 homolog
GSTM3	700303	GSTM3	glutathione S-transferase mu 3
SRP9	700304	SRP9	signal recognition particle 9
GOLT1A	700305	GOLT1A	golgi transport 1A
HTT	700306	HTT	huntingtin
SS18L1	700308	SS18L1	SS18L1 subunit of BAF chromatin remodeling complex
SALL4	700309	SALL4	spalt like transcription factor 4
CTNNBL1	700310	CTNNBL1	catenin beta like 1
RALGAPA2	700311	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2
MAFF	700312	MAFF	MAF bZIP transcription factor F
GSTT1	700314	GSTT1	glutathione S-transferase theta 1
HCFC2	700316	HCFC2	host cell factor C2
MORN3	700317	MORN3	MORN repeat containing 3
HOXD10	700318	HOXD10	homeobox D10
CLK1	700320	CLK1	CDC like kinase 1
NT5C1B	700321	NT5C1B	5'-nucleotidase, cytosolic IB
EIF2B4	700322	EIF2B4	eukaryotic translation initiation factor 2B subunit delta
GKN2	700323	GKN2	gastrokine 2
LOC700324	700324	LOC700324	protein IMPACT pseudogene
BTBD10	700325	BTBD10	BTB domain containing 10
NARS2	700326	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial
JRKL	700327	JRKL	JRK like
ARCN1	700328	ARCN1	archain 1
RNASEH2C	700330	RNASEH2C	ribonuclease H2 subunit C
LOC700331	700331	LOC700331	actin-related protein 2/3 complex subunit 3 pseudogene
MAMDC2	700333	MAMDC2	MAM domain containing 2
PTRH1	700335	PTRH1	peptidyl-tRNA hydrolase 1 homolog
NXN	700336	NXN	nucleoredoxin
LOC700337	700337	LOC700337	small EDRK-rich factor 2-like
ATP5PD	700338	ATP5PD	ATP synthase peripheral stalk subunit d
DNAJC15	700339	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
LOC700340	700340	LOC700340	transcription factor Sp3 pseudogene
CXXC1	700341	CXXC1	CXXC finger protein 1
DENND1C	700342	DENND1C	DENN domain containing 1C
PLEKHF1	700343	PLEKHF1	pleckstrin homology and FYVE domain containing 1
LOC700344	700344	LOC700344	zinc finger protein 780A
RPL28	700345	RPL28	ribosomal protein L28
TOMM70	700347	TOMM70	translocase of outer mitochondrial membrane 70
RPUSD3	700349	RPUSD3	RNA pseudouridine synthase D3
TEX264	700350	TEX264	testis expressed 264, ER-phagy receptor
HCFC1R1	700351	HCFC1R1	host cell factor C1 regulator 1
BBS2	700353	BBS2	Bardet-Biedl syndrome 2
THAP11	700354	THAP11	THAP domain containing 11
VPS9D1	700355	VPS9D1	VPS9 domain containing 1
C3H21orf62	700356	C3H21orf62	chromosome 3 C21orf62 homolog
LOC700357	700357	LOC700357	myelin protein zero-like protein 1 pseudogene
URGCP	700358	URGCP	upregulator of cell proliferation
COL1A2	700359	COL1A2	collagen type I alpha 2 chain
LRRC73	700361	LRRC73	leucine rich repeat containing 73
PNRC1	700362	PNRC1	proline rich nuclear receptor coactivator 1
PHACTR2	700363	PHACTR2	phosphatase and actin regulator 2
ARMC2	700364	ARMC2	armadillo repeat containing 2
N4BP2	700365	N4BP2	NEDD4 binding protein 2
LOC700366	700366	LOC700366	40S ribosomal protein S12 pseudogene
GAB1	700367	GAB1	GRB2 associated binding protein 1
GLRB	700368	GLRB	glycine receptor beta
LMBRD2	700369	LMBRD2	LMBR1 domain containing 2
MARVELD2	700370	MARVELD2	MARVEL domain containing 2
SNCAIP	700372	SNCAIP	synuclein alpha interacting protein
PCDHB4	700373	PCDHB4	protocadherin beta 4
LCP2	700374	LCP2	lymphocyte cytosolic protein 2
DBN1	700375	DBN1	drebrin 1
PML	700379	PML	PML nuclear body scaffold
LOC700381	700381	LOC700381	serine/threonine-protein kinase PLK1 pseudogene
CCNE2	700382	CCNE2	cyclin E2
TRPS1	700383	TRPS1	transcriptional repressor GATA binding 1
CHRAC1	700384	CHRAC1	chromatin accessibility complex subunit 1
MAF1	700385	MAF1	MAF1 homolog, negative regulator of RNA polymerase III
LOC700386	700386	LOC700386	nudix (nucleoside diphosphate linked moiety X)-type motif 2-like
FRA10AC1	700389	FRA10AC1	FRA10A associated CGG repeat 1
PWWP2B	700390	PWWP2B	PWWP domain containing 2B
MAMU-B	700391	MAMU-B	MHC class I antigen
LOC700393	700393	LOC700393	POTE ankyrin domain family member G-like
LOC700394	700394	LOC700394	taste receptor type 2 member 31
PWWP3B	700396	PWWP3B	PWWP domain containing 3B
DCAF12L2	700397	DCAF12L2	DDB1 and CUL4 associated factor 12-like 2
LOC700398	700398	LOC700398	HCLS1-associated protein X-1 pseudogene
PLXNA3	700399	PLXNA3	plexin A3
AGRN	700400	AGRN	agrin
LOC700401	700401	LOC700401	40S ribosomal protein S19 pseudogene
ATF7	700403	ATF7	activating transcription factor 7
RASSF9	700404	RASSF9	Ras association domain family member 9
ZNF891	700405	ZNF891	zinc finger protein 891
C12H2orf69	700406	C12H2orf69	chromosome 12 C2orf69 homolog
CXCR2	700407	CXCR2	C-X-C motif chemokine receptor 2
PREB	700408	PREB	prolactin regulatory element binding
EPB41L5	700409	EPB41L5	erythrocyte membrane protein band 4.1 like 5
DTX4	700410	DTX4	deltex E3 ubiquitin ligase 4
LOC700411	700411	LOC700411	olfactory receptor 7E24-like
LOC700412	700412	LOC700412	lysine-specific demethylase 4E
THYN1	700413	THYN1	thymocyte nuclear protein 1
CENPV	700414	CENPV	centromere protein V
TMEM150B	700419	TMEM150B	transmembrane protein 150B
GGA2	700421	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
PRRT4	700422	PRRT4	proline rich transmembrane protein 4
LOC700425	700425	LOC700425	60S ribosomal protein L36a-like
SETD7	700426	SETD7	SET domain containing 7, histone lysine methyltransferase
GOLPH3	700428	GOLPH3	golgi phosphoprotein 3
ERBIN	700429	ERBIN	erbb2 interacting protein
LOC700431	700431	LOC700431	methyltransferase-like protein 5 pseudogene
PPP1R13B	700432	PPP1R13B	protein phosphatase 1 regulatory subunit 13B
LOC700434	700434	LOC700434	ataxin-3-like
LOC700438	700438	LOC700438	X antigen family member 3-like
SERPINA7	700439	SERPINA7	serpin family A member 7
IL23R	700440	IL23R	interleukin 23 receptor
EPS8L3	700441	EPS8L3	EPS8 like 3
ATP1B1	700443	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
PADI1	700444	PADI1	peptidyl arginine deiminase 1
TMEM184B	700445	TMEM184B	transmembrane protein 184B
LOC700446	700446	LOC700446	glutathione S-transferase theta-4
PDE6H	700447	PDE6H	phosphodiesterase 6H
PUS7L	700448	PUS7L	pseudouridine synthase 7 like
KRT8	700449	KRT8	keratin 8
MGAT4C	700450	MGAT4C	MGAT4 family member C
NFYB	700451	NFYB	nuclear transcription factor Y subunit beta
ITGB6	700454	ITGB6	integrin subunit beta 6
PPIL3	700456	PPIL3	peptidylprolyl isomerase like 3
PASK	700457	PASK	PAS domain containing serine/threonine kinase
RDH14	700458	RDH14	retinol dehydrogenase 14
LOC700459	700459	LOC700459	developmentally-regulated GTP-binding protein 1 pseudogene
BIRC8	700460	BIRC8	baculoviral IAP repeat containing 8
UGGT1	700462	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
SLC25A22	700463	SLC25A22	solute carrier family 25 member 22
ARNTL	700464	ARNTL	aryl hydrocarbon receptor nuclear translocator like
LOC700465	700465	LOC700465	triosephosphate isomerase-like
TMEM25	700466	TMEM25	transmembrane protein 25
C5	700467	C5	complement C5
SIGMAR1	700469	SIGMAR1	sigma non-opioid intracellular receptor 1
FLII	700471	FLII	FLII actin remodeling protein
LOC700472	700472	LOC700472	L-lactate dehydrogenase B chain pseudogene
GJD3	700473	GJD3	gap junction protein delta 3
KCTD2	700474	KCTD2	potassium channel tetramerization domain containing 2
ENOX1	700475	ENOX1	ecto-NOX disulfide-thiol exchanger 1
KDSR	700476	KDSR	3-ketodihydrosphingosine reductase
MAP3K10	700477	MAP3K10	mitogen-activated protein kinase kinase kinase 10
TMEM238	700478	TMEM238	transmembrane protein 238
LNP1	700480	LNP1	leukemia NUP98 fusion partner 1
OGG1	700481	OGG1	8-oxoguanine DNA glycosylase
LOC700483	700483	LOC700483	small EDRK-rich factor 2
BCHE	700484	BCHE	butyrylcholinesterase
RARB	700485	RARB	retinoic acid receptor beta
MMP25	700486	MMP25	matrix metallopeptidase 25
EARS2	700487	EARS2	glutamyl-tRNA synthetase 2, mitochondrial
NUTF2	700488	NUTF2	nuclear transport factor 2
PAXBP1	700489	PAXBP1	PAX3 and PAX7 binding protein 1
LOC700490	700490	LOC700490	tubulin gamma-1 chain pseudogene
BET1	700492	BET1	Bet1 golgi vesicular membrane trafficking protein
DLD	700494	DLD	dihydrolipoamide dehydrogenase
BTN2A1	700495	BTN2A1	butyrophilin subfamily 2 member A1
TJAP1	700496	TJAP1	tight junction associated protein 1
SRSF12	700497	SRSF12	serine and arginine rich splicing factor 12
RHOH	700499	RHOH	ras homolog family member H
C5H4orf36	700500	C5H4orf36	chromosome 5 C4orf36 homolog
FAM241A	700501	FAM241A	family with sequence similarity 241 member A
OCLN	700504	OCLN	occludin
LOC700505	700505	LOC700505	protein SET-like
SNX2	700507	SNX2	sorting nexin 2
PCDHB8	700508	PCDHB8	protocadherin beta 8
STOML1	700510	STOML1	stomatin like 1
PEX11A	700511	PEX11A	peroxisomal biogenesis factor 11 alpha
LRFN5	700512	LRFN5	leucine rich repeat and fibronectin type III domain containing 5
IFI27	700513	IFI27	interferon alpha inducible protein 27
ZNF704	700514	ZNF704	zinc finger protein 704
NDUFAF6	700515	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6
EIF3H	700517	EIF3H	eukaryotic translation initiation factor 3 subunit H
CYC1	700518	CYC1	cytochrome c1
MAT1A	700519	MAT1A	methionine adenosyltransferase 1A
LGI1	700520	LGI1	leucine rich glioma inactivated 1
ENO4	700522	ENO4	enolase 4
LOC700523	700523	LOC700523	nucleophosmin pseudogene
MAGEB18	700524	MAGEB18	MAGE family member B18
TNMD	700526	TNMD	tenomodulin
LOC700527	700527	LOC700527	60S ribosomal protein L7-like 1
TMEM269	700528	TMEM269	transmembrane protein 269
NUAK2	700529	NUAK2	NUAK family kinase 2
POU2F1	700530	POU2F1	POU class 2 homeobox 1
LOC700533	700533	LOC700533	developmental pluripotency-associated protein 4 pseudogene
LOC700535	700535	LOC700535	cyclin-dependent kinase 7 pseudogene
ARPC2	700536	ARPC2	actin related protein 2/3 complex subunit 2
PIP5K1B	700538	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
FCGBP	700539	FCGBP	Fc fragment of IgG binding protein
LOC700540	700540	LOC700540	60S ribosomal protein L24 pseudogene
TNS3	700541	TNS3	tensin 3
SMIM8	700543	SMIM8	small integral membrane protein 8
LOC700544	700544	LOC700544	coiled-coil domain-containing protein 162-like
WDR17	700546	WDR17	WD repeat domain 17
LOC700550	700550	LOC700550	tropomyosin beta chain pseudogene
OR4N5	700553	OR4N5	olfactory receptor, family 4, subfamily N, member 5
LOC700556	700556	LOC700556	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)-like
ELOVL1	700557	ELOVL1	ELOVL fatty acid elongase 1
LOC700558	700558	LOC700558	dnaJ homolog subfamily B member 6-like
ENAH	700559	ENAH	ENAH actin regulator
PADI3	700560	PADI3	peptidyl arginine deiminase 3
LSM14B	700561	LSM14B	LSM family member 14B
NNAT	700562	NNAT	neuronatin
LOC700564	700564	LOC700564	melanoma antigen preferentially expressed in tumors
CSNK1E	700565	CSNK1E	casein kinase 1, epsilon
CABIN1	700566	CABIN1	calcineurin binding protein 1
RERG	700567	RERG	RAS like estrogen regulated growth inhibitor
IRAK4	700568	IRAK4	interleukin 1 receptor associated kinase 4
KRT18	700569	KRT18	keratin 18
LOC700570	700570	LOC700570	60S ribosomal protein L9-like
NIF3L1	700572	NIF3L1	NGG1 interacting factor 3 like 1
WNT6	700573	WNT6	Wnt family member 6
PPP1R7	700574	PPP1R7	protein phosphatase 1 regulatory subunit 7
LOC700575	700575	LOC700575	uncharacterized LOC700575
ZNF513	700577	ZNF513	zinc finger protein 513
LOC700578	700578	LOC700578	60S ribosomal protein L7a pseudogene
IL37	700579	IL37	interleukin 37
PIDD1	700580	PIDD1	p53-induced death domain protein 1
IFT46	700582	IFT46	intraflagellar transport 46
TRAF1	700583	TRAF1	TNF receptor associated factor 1
ARID3C	700584	ARID3C	AT-rich interaction domain 3C
KLF9	700585	KLF9	Kruppel like factor 9
TMEM241	700587	TMEM241	transmembrane protein 241
TNFSF9	700588	TNFSF9	TNF superfamily member 9
CCNE1	700589	CCNE1	cyclin E1
AKT2	700591	AKT2	AKT serine/threonine kinase 2
UBE2S	700592	UBE2S	ubiquitin conjugating enzyme E2 S
TMEM45A	700594	TMEM45A	transmembrane protein 45A
DCAF1	700596	DCAF1	DDB1 and CUL4 associated factor 1
IGF2BP2	700598	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
LOC700600	700600	LOC700600	zinc finger and SCAN domain-containing protein 10
UBFD1	700601	UBFD1	ubiquitin family domain containing 1
MT3	700602	MT3	metallothionein 3
RPL13	700603	RPL13	ribosomal protein L13
HOXA2	700605	HOXA2	homeobox A2
GNG11	700606	GNG11	G protein subunit gamma 11
GFOD1	700607	GFOD1	glucose-fructose oxidoreductase domain containing 1
BTN1A1	700608	BTN1A1	butyrophilin subfamily 1 member A1
PM20D2	700609	PM20D2	peptidase M20 domain containing 2
ZDHHC14	700610	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14
FUCA2	700611	FUCA2	alpha-L-fucosidase 2
CHRNA9	700612	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit
SMARCA5	700614	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
GASK1B	700615	GASK1B	golgi associated kinase 1B
LOC700616	700616	LOC700616	40S ribosomal protein S19 pseudogene
SKP2	700617	SKP2	S-phase kinase associated protein 2
C6H5orf34	700618	C6H5orf34	chromosome 6 C5orf34 homolog
LIX1	700619	LIX1	limb and CNS expressed 1
SNX24	700621	SNX24	sorting nexin 24
LOC700623	700623	LOC700623	protocadherin beta-11
KCNMB1	700624	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1
DOK3	700625	DOK3	docking protein 3
LOC700627	700627	LOC700627	olfactory receptor 11H12
TOMM20L	700628	TOMM20L	translocase of outer mitochondrial membrane 20 like
IFI27L2	700629	IFI27L2	interferon alpha inducible protein 27 like 2
DLC1	700630	DLC1	DLC1 Rho GTPase activating protein
TP53INP1	700632	TP53INP1	tumor protein p53 inducible nuclear protein 1
RAD21	700633	RAD21	RAD21 cohesin complex component
PTK2	700634	PTK2	protein tyrosine kinase 2
HACD1	700635	HACD1	3-hydroxyacyl-CoA dehydratase 1
SHTN1	700636	SHTN1	shootin 1
NKX6-2	700637	NKX6-2	NK6 homeobox 2
LOC700640	700640	LOC700640	melanoma-associated antigen B6-like
NYX	700641	NYX	nyctalopin
UBL4A	700643	UBL4A	ubiquitin like 4A
LOC700645	700645	LOC700645	poly(rC)-binding protein 1-like
SMIM26	700646	SMIM26	small integral membrane protein 26
SH3BP1	700647	SH3BP1	SH3 domain binding protein 1
FOXI3	700648	FOXI3	forkhead box I3
CALCA	700649	CALCA	calcitonin related polypeptide alpha
FAM219A	700651	FAM219A	family with sequence similarity 219 member A
PRKACG	700652	PRKACG	protein kinase cAMP-activated catalytic subunit gamma
TTC19	700653	TTC19	tetratricopeptide repeat domain 19
POU4F1	700654	POU4F1	POU class 4 homeobox 1
GREB1L	700655	GREB1L	GREB1 like retinoic acid receptor coactivator
SIGLEC15	700656	SIGLEC15	sialic acid binding Ig like lectin 15
ALPK2	700657	ALPK2	alpha kinase 2
MANF	700659	MANF	mesencephalic astrocyte derived neurotrophic factor
SLITRK3	700660	SLITRK3	SLIT and NTRK like family member 3
TFAP2A	700663	TFAP2A	transcription factor AP-2 alpha
XPO5	700664	XPO5	exportin 5
CFAP206	700665	CFAP206	cilia and flagella associated protein 206
MTMR12	700668	MTMR12	myotubularin related protein 12
LOC700672	700672	LOC700672	coilin pseudogene
DCAF12L1	700674	DCAF12L1	DDB1 and CUL4 associated factor 12 like 1
LOC700675	700675	LOC700675	B-cell CLL/lymphoma 7 protein family member C pseudogene
MED8	700676	MED8	mediator complex subunit 8
IL12RB2	700677	IL12RB2	interleukin 12 receptor subunit beta 2
CPTP	700679	CPTP	ceramide-1-phosphate transfer protein
AHCYL1	700681	AHCYL1	adenosylhomocysteinase like 1
ETNK2	700683	ETNK2	ethanolamine kinase 2
SLC19A2	700684	SLC19A2	solute carrier family 19 member 2
LOC700685	700685	LOC700685	60S ribosomal protein L24 pseudogene
TWF1	700686	TWF1	twinfilin actin binding protein 1
EIF4B	700688	EIF4B	eukaryotic translation initiation factor 4B
TMEM43	700689	TMEM43	transmembrane protein 43
CHST11	700690	CHST11	carbohydrate sulfotransferase 11
ORC2	700691	ORC2	origin recognition complex subunit 2
WNT10A	700692	WNT10A	Wnt family member 10A
PPM1G	700695	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G
LOC700696	700696	LOC700696	immunoglobulin kappa variable 4-1-like
RPLP2	700698	RPLP2	ribosomal protein lateral stalk subunit P2
LOC700700	700700	LOC700700	zinc finger protein 614 pseudogene
LOC700701	700701	LOC700701	60S ribosomal protein L6 pseudogene
DCTN3	700703	DCTN3	dynactin subunit 3
LRSAM1	700704	LRSAM1	leucine rich repeat and sterile alpha motif containing 1
MIEF2	700705	MIEF2	mitochondrial elongation factor 2
DLX4	700706	DLX4	distal-less homeobox 4
TOP2A	700707	TOP2A	DNA topoisomerase II alpha
SLC16A5	700708	SLC16A5	solute carrier family 16 member 5
LOC700709	700709	LOC700709	60S ribosomal protein L17 pseudogene
RIOK3	700711	RIOK3	RIO kinase 3
SKA1	700712	SKA1	spindle and kinetochore associated complex subunit 1
SERPINB5	700713	SERPINB5	serpin family B member 5
SHISA7	700714	SHISA7	shisa family member 7
CPNE9	700715	CPNE9	copine family member 9
RBM15B	700716	RBM15B	RNA binding motif protein 15B
SENP2	700717	SENP2	SUMO specific peptidase 2
NDUFAB1	700718	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1
MT2A	700719	MT2A	metallothionein 2A
CFAP298	700721	CFAP298	cilia and flagella associated protein 298
MRPS24	700722	MRPS24	mitochondrial ribosomal protein S24
HOXA1	700723	HOXA1	homeobox A1
GNGT1	700724	GNGT1	G protein subunit gamma transducin 1
IRF5	700725	IRF5	interferon regulatory factor 5
POLR1C	700727	POLR1C	RNA polymerase I and III subunit C
GABRR1	700728	GABRR1	gamma-aminobutyric acid type A receptor subunit rho1
LOC700729	700729	LOC700729	very-long-chain 3-oxoacyl-CoA reductase pseudogene
PEX3	700730	PEX3	peroxisomal biogenesis factor 3
