alias	gene_id	gene_symbol	gene_desc
FAXC	475003	FAXC	failed axon connections homolog, metaxin like GST domain containing
COQ3	475004	COQ3	coenzyme Q3, methyltransferase
PNISR	475005	PNISR	PNN interacting serine and arginine rich protein
CCNC	475007	CCNC	cyclin C
ASCC3	475008	ASCC3	activating signal cointegrator 1 complex subunit 3
LOC475009	475009	LOC475009	ribosomal protein L3 pseudogene
HACE1	475010	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
CRYBG1	475012	CRYBG1	crystallin beta-gamma domain containing 1
RTN4IP1	475013	RTN4IP1	reticulon 4 interacting protein 1
QRSL1	475014	QRSL1	glutaminyl-tRNA amidotransferase subunit QRSL1
SEC63	475016	SEC63	SEC63 homolog, protein translocation regulator
NR2E1	475017	NR2E1	nuclear receptor subfamily 2 group E member 1
CEP57L1	475018	CEP57L1	centrosomal protein 57 like 1
CD164	475020	CD164	CD164 molecule
ZBTB24	475021	ZBTB24	zinc finger and BTB domain containing 24
AK9	475022	AK9	adenylate kinase 9
FIG4	475023	FIG4	FIG4 phosphoinositide 5-phosphatase
WASF1	475024	WASF1	WASP family member 1
CDC40	475025	CDC40	cell division cycle 40
DDO	475026	DDO	D-aspartate oxidase
SLC22A16	475027	SLC22A16	solute carrier family 22 member 16
RPF2	475029	RPF2	ribosome production factor 2 homolog
TRAF3IP2	475031	TRAF3IP2	TRAF3 interacting protein 2
FYN	475032	FYN	FYN proto-oncogene, Src family tyrosine kinase
LAMA4	475034	LAMA4	laminin subunit alpha 4
HDAC2	475035	HDAC2	histone deacetylase 2
NT5DC1	475036	NT5DC1	5'-nucleotidase domain containing 1
PHF10	475037	PHF10	PHD finger protein 10
ERMARD	475039	ERMARD	ER membrane associated RNA degradation
PSMB1	475040	PSMB1	proteasome 20S subunit beta 1
PDCD2	475041	PDCD2	programmed cell death 2
LAPTM4B	475042	LAPTM4B	lysosomal protein transmembrane 4 beta
RIDA	475043	RIDA	reactive intermediate imine deaminase A homolog
LOC475044	475044	LOC475044	heterogeneous nuclear ribonucleoprotein A1-like
STK3	475045	STK3	serine/threonine kinase 3
RGS22	475046	RGS22	regulator of G protein signaling 22
RNF19A	475049	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
ANKRD46	475050	ANKRD46	ankyrin repeat domain 46
NCALD	475053	NCALD	neurocalcin delta
UBR5	475055	UBR5	ubiquitin protein ligase E3 component n-recognin 5
ODF1	475057	ODF1	outer dense fiber of sperm tails 1
AZIN1	475058	AZIN1	antizyme inhibitor 1
LOC475060	475060	LOC475060	histone deacetylase complex subunit SAP18 pseudogene
ATP6V1C1	475061	ATP6V1C1	ATPase H+ transporting V1 subunit C1
SLC25A32	475064	SLC25A32	solute carrier family 25 member 32
DCAF13	475065	DCAF13	DDB1 and CUL4 associated factor 13
RIMS2	475066	RIMS2	regulating synaptic membrane exocytosis 2
EIF3E	475070	EIF3E	eukaryotic translation initiation factor 3 subunit E
NUDCD1	475073	NUDCD1	NudC domain containing 1
ENY2	475074	ENY2	ENY2 transcription and export complex 2 subunit
PKHD1L1	475075	PKHD1L1	PKHD1 like 1
SYBU	475076	SYBU	syntabulin
LOC475080	475080	LOC475080	ribosomal protein L11 pseudogene
EIF3H	475081	EIF3H	eukaryotic translation initiation factor 3 subunit H
PECRP	475082	PECRP	peroxisomal trans-2-enoyl-CoA reductase pseudogene
CCN3	475083	CCN3	cellular communication network factor 3
TAF2	475084	TAF2	TATA-box binding protein associated factor 2
COL14A1	475085	COL14A1	collagen type XIV alpha 1 chain
DERL1	475086	DERL1	derlin 1
TBC1D31	475088	TBC1D31	TBC1 domain family member 31
ZHX1	475089	ZHX1	zinc fingers and homeoboxes 1
ATAD2	475090	ATAD2	ATPase family AAA domain containing 2
FBXO32	475091	FBXO32	F-box protein 32
TATDN1	475093	TATDN1	TatD DNase domain containing 1
NDUFB9	475094	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
WASHC5	475095	WASHC5	WASH complex subunit 5
NSMCE2	475096	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase
LOC475097	475097	LOC475097	60S ribosomal protein L17 pseudogene
LOC475098	475098	LOC475098	ATP synthase subunit d, mitochondrial pseudogene
LOC475101	475101	LOC475101	L-lactate dehydrogenase B chain pseudogene
EFR3A	475102	EFR3A	EFR3 homolog A
KCNQ3	475103	KCNQ3	potassium voltage-gated channel subfamily Q member 3
LRRC6	475104	LRRC6	leucine rich repeat containing 6
KHDRBS3	475106	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3
AGO2	475107	AGO2	argonaute RISC catalytic component 2
PTK2	475108	PTK2	protein tyrosine kinase 2
LOC475111	475111	LOC475111	maestro heat-like repeat family member 5
LOC475113	475113	LOC475113	lymphocyte antigen 6B-like
EEF1D	475115	EEF1D	eukaryotic translation elongation factor 1 delta
GFUS	475116	GFUS	GDP-L-fucose synthase
EPPK1	475117	EPPK1	epiplakin 1
GRINA	475118	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
SPATC1	475119	SPATC1	spermatogenesis and centriole associated 1
GPAA1	475120	GPAA1	glycosylphosphatidylinositol anchor attachment 1
CYC1	475121	CYC1	cytochrome c1
SHARPIN	475122	SHARPIN	SHANK associated RH domain interactor
HSF1	475124	HSF1	heat shock transcription factor 1
SLC52A2	475125	SLC52A2	solute carrier family 52 member 2
CPSF1	475126	CPSF1	cleavage and polyadenylation specific factor 1
TONSL	475127	TONSL	tonsoku like, DNA repair protein
KIFC2	475128	KIFC2	kinesin family member C2
ZNF7	475129	ZNF7	zinc finger protein 7
RPL8	475130	RPL8	ribosomal protein L8
HYKK	475133	HYKK	hydroxylysine kinase
IREB2	475134	IREB2	iron responsive element binding protein 2
LIMCH1	475135	LIMCH1	LIM and calponin homology domains 1
COMMD8	475138	COMMD8	COMM domain containing 8
FRYL	475139	FRYL	FRY like transcription coactivator
OCIAD1	475140	OCIAD1	OCIA domain containing 1
SPATA18	475141	SPATA18	spermatogenesis associated 18
USP46	475142	USP46	ubiquitin specific peptidase 46
LNX1	475143	LNX1	ligand of numb-protein X 1
TMEM165	475144	TMEM165	transmembrane protein 165
CLOCK	475145	CLOCK	clock circadian regulator
PDCL2	475147	PDCL2	phosducin like 2
MSI2	475148	MSI2	musashi RNA binding protein 2
EXOC1	475149	EXOC1	exocyst complex component 1
POLR2B	475152	POLR2B	RNA polymerase II subunit B
NUSAP1	475154	NUSAP1	nucleolar and spindle associated protein 1
LOC475156	475156	LOC475156	peroxiredoxin 1 pseudogene
TECRL	475157	TECRL	trans-2,3-enoyl-CoA reductase like
CENPC	475158	CENPC	centromere protein C
UBA6	475160	UBA6	ubiquitin like modifier activating enzyme 6
YTHDC1	475161	YTHDC1	YTH domain containing 1
LOC475163	475163	LOC475163	UDP-glucuronosyltransferase 2A1
LOC475164	475164	LOC475164	myosin regulatory light polypeptide 9 pseudogene
JCHAIN	475166	JCHAIN	joining chain of multimeric IgA and IgM
UTP3	475167	UTP3	UTP3 small subunit processome component
RUFY3	475168	RUFY3	RUN and FYVE domain containing 3
GRSF1	475170	GRSF1	G-rich RNA sequence binding factor 1
SLC4A4	475171	SLC4A4	solute carrier family 4 member 4
GC	475172	GC	GC vitamin D binding protein
ANKRD17	475174	ANKRD17	ankyrin repeat domain 17
AFM	475175	AFM	afamin
AREG	475176	AREG	amphiregulin
GUK1	475178	GUK1	guanylate kinase 1
PRSS38	475179	PRSS38	serine protease 38
SNAP47	475181	SNAP47	synaptosome associated protein 47
JMJD4	475182	JMJD4	jumonji domain containing 4
LRGUK	475184	LRGUK	leucine rich repeats and guanylate kinase domain containing
COPG2	475189	COPG2	COPI coat complex subunit gamma 2
LOC475191	475191	LOC475191	glutathione S-transferase P pseudogene
CPA1	475192	CPA1	carboxypeptidase A1
CPA2	475193	CPA2	carboxypeptidase A2
TMEM209	475194	TMEM209	transmembrane protein 209
KLHDC10	475195	KLHDC10	kelch domain containing 10
ZC3HC1	475196	ZC3HC1	zinc finger C3HC-type containing 1
AHCYL2	475197	AHCYL2	adenosylhomocysteinase like 2
TSPAN33	475198	TSPAN33	tetraspanin 33
ATP6V1F	475199	ATP6V1F	ATPase H+ transporting V1 subunit F
CALU	475201	CALU	calumenin
FAM71F1	475202	FAM71F1	family with sequence similarity 71 member F1
RBM28	475203	RBM28	RNA binding motif protein 28
SND1	475204	SND1	staphylococcal nuclease and tudor domain containing 1
FSCN3	475205	FSCN3	fascin actin-bundling protein 3
ARF5	475206	ARF5	ADP ribosylation factor 5
ZNF800	475207	ZNF800	zinc finger protein 800
SPAM1	475211	SPAM1	sperm adhesion molecule 1
HYAL4	475212	HYAL4	hyaluronidase 4
WASL	475213	WASL	WASP like actin nucleation promoting factor
NDUFA5	475214	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5
LOC475215	475215	LOC475215	vacuolar protein sorting-associated protein 52 homolog pseudogene
ELAPOR2	475216	ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2
DMTF1	475217	DMTF1	cyclin D binding myb like transcription factor 1
SLC25A40	475218	SLC25A40	solute carrier family 25 member 40
DBF4	475219	DBF4	DBF4 zinc finger
SRI	475220	SRI	sorcin
STEAP1	475222	STEAP1	STEAP family member 1
CDK14	475223	CDK14	cyclin dependent kinase 14
AKAP9	475224	AKAP9	A-kinase anchoring protein 9
CYP51A1	475225	CYP51A1	cytochrome P450 family 51 subfamily A member 1
ANKIB1	475226	ANKIB1	ankyrin repeat and IBR domain containing 1
PEX1	475227	PEX1	peroxisomal biogenesis factor 1
VPS50	475228	VPS50	VPS50 subunit of EARP/GARPII complex
TFPI2	475230	TFPI2	tissue factor pathway inhibitor 2
BET1	475231	BET1	Bet1 golgi vesicular membrane trafficking protein
CASD1	475232	CASD1	CAS1 domain containing 1
SGCE	475233	SGCE	sarcoglycan epsilon
PON1	475234	PON1	paraoxonase 1
PON3	475235	PON3	paraoxonase 3
DYNC1I1	475236	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1
TAC1	475239	TAC1	tachykinin precursor 1
ASNS	475240	ASNS	asparagine synthetase (glutamine-hydrolyzing)
ICA1	475242	ICA1	islet cell autoantigen 1
SCIN	475245	SCIN	scinderin
ETV1	475246	ETV1	ETS variant transcription factor 1
AGMO	475247	AGMO	alkylglycerol monooxygenase
AHR	475251	AHR	aryl hydrocarbon receptor
SNX13	475252	SNX13	sorting nexin 13
ITGB8	475253	ITGB8	integrin subunit beta 8
FAM126A	475254	FAM126A	family with sequence similarity 126 member A
KLHL7	475255	KLHL7	kelch like family member 7
STK31	475256	STK31	serine/threonine kinase 31
NPY	475257	NPY	neuropeptide Y
CYCS	475258	CYCS	cytochrome c, somatic
C14H7orf31	475259	C14H7orf31	chromosome 14 C7orf31 homolog
HNRNPA2B1	475260	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
SNX10	475261	SNX10	sorting nexin 10
TAX1BP1	475264	TAX1BP1	Tax1 binding protein 1
JAZF1	475265	JAZF1	JAZF zinc finger 1
CREB5	475266	CREB5	cAMP responsive element binding protein 5
CHN2	475267	CHN2	chimerin 2
MINDY4	475269	MINDY4	MINDY lysine 48 deubiquitinase 4
PDE1C	475272	PDE1C	phosphodiesterase 1C
LOC475273	475273	LOC475273	ATP synthase subunit d, mitochondrial pseudogene
FKBP9	475276	FKBP9	FKBP prolyl isomerase 9
NT5C3A	475277	NT5C3A	5'-nucleotidase, cytosolic IIIA
BMPER	475280	BMPER	BMP binding endothelial regulator
DPY19L2	475282	DPY19L2	dpy-19 like 2
HERPUD2	475283	HERPUD2	HERPUD family member 2
SEPTIN7	475284	SEPTIN7	septin 7
DNAJB9	475286	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
ZNF277	475289	ZNF277	zinc finger protein 277
BMT2	475290	BMT2	base methyltransferase of 25S rRNA 2 homolog
TES	475293	TES	testin LIM domain protein
CAV2	475294	CAV2	caveolin 2
ST7	475295	ST7	suppression of tumorigenicity 7
LSM8	475298	LSM8	LSM8 homolog, U6 small nuclear RNA associated
ING3	475299	ING3	inhibitor of growth family member 3
CPED1	475300	CPED1	cadherin like and PC-esterase domain containing 1
CADPS2	475304	CADPS2	calcium dependent secretion activator 2
RNF148	475305	RNF148	ring finger protein 148
IQUB	475306	IQUB	IQ motif and ubiquitin domain containing
CCDC30	475308	CCDC30	coiled-coil domain containing 30
PPCS	475309	PPCS	phosphopantothenoylcysteine synthetase
FOXJ3	475310	FOXJ3	forkhead box J3
NFYC	475312	NFYC	nuclear transcription factor Y subunit gamma
EXO5	475314	EXO5	exonuclease 5
RLF	475315	RLF	RLF zinc finger
PPT1	475316	PPT1	palmitoyl-protein thioesterase 1
CAP1	475317	CAP1	cyclase associated actin cytoskeleton regulatory protein 1
MFSD2A	475318	MFSD2A	major facilitator superfamily domain containing 2A
TRIT1	475320	TRIT1	tRNA isopentenyltransferase 1
MACF1	475321	MACF1	microtubule actin crosslinking factor 1
NDUFS5	475322	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5
MYCBP	475323	MYCBP	MYC binding protein
UTP11	475325	UTP11	UTP11 small subunit processome component
SF3A3	475326	SF3A3	splicing factor 3a subunit 3
GNL2	475329	GNL2	G protein nucleolar 2
MEAF6	475330	MEAF6	MYST/Esa1 associated factor 6
MRPS15	475333	MRPS15	mitochondrial ribosomal protein S15
OSCP1	475334	OSCP1	organic solute carrier partner 1
LSM10	475335	LSM10	LSM10, U7 small nuclear RNA associated
AGO3	475336	AGO3	argonaute RISC catalytic component 3
AGO1	475337	AGO1	argonaute RISC component 1
PSMB2	475338	PSMB2	proteasome 20S subunit beta 2
NCDN	475339	NCDN	neurochondrin
LOC475340	475340	LOC475340	splicing factor proline and glutamine rich pseudogene
ZMYM6	475341	ZMYM6	zinc finger MYM-type containing 6
DLGAP3	475342	DLGAP3	DLG associated protein 3
C15H1orf94	475343	C15H1orf94	chromosome 15 C1orf94 homolog
MYLK3	475345	MYLK3	myosin light chain kinase 3
VPS35	475346	VPS35	VPS35 retromer complex component
SHCBP1	475347	SHCBP1	SHC binding and spindle associated 1
GPX7	475348	GPX7	glutathione peroxidase 7
TUT4	475349	TUT4	terminal uridylyl transferase 4
PRPF38A	475350	PRPF38A	pre-mRNA processing factor 38A
ZFYVE9	475352	ZFYVE9	zinc finger FYVE-type containing 9
LOC475353	475353	LOC475353	transcription factor BTF3 homolog 4
NRDC	475354	NRDC	nardilysin convertase
OSBPL9	475355	OSBPL9	oxysterol binding protein like 9
EPS15	475356	EPS15	epidermal growth factor receptor pathway substrate 15
RNF11	475358	RNF11	ring finger protein 11
CDKN2C	475359	CDKN2C	cyclin dependent kinase inhibitor 2C
ELAVL4	475361	ELAVL4	ELAV like RNA binding protein 4
SPATA6	475364	SPATA6	spermatogenesis associated 6
PDZK1IP1	475365	PDZK1IP1	PDZK1 interacting protein 1
CYP4A38	475366	CYP4A38	cytochrome P450 4A38
LOC475367	475367	LOC475367	fatty-acid amide hydrolase 1-like
RAD54L	475368	RAD54L	RAD54 like
LURAP1	475369	LURAP1	leucine rich adaptor protein 1
IPP	475371	IPP	intracisternal A particle-promoted polypeptide
GPBP1L1	475372	GPBP1L1	GC-rich promoter binding protein 1 like 1
NASP	475373	NASP	nuclear autoantigenic sperm protein
LOC475374	475374	LOC475374	alcohol dehydrogenase [NADP+] pseudogene
PRDX1	475375	PRDX1	peroxiredoxin 1
UROD	475378	UROD	uroporphyrinogen decarboxylase
EIF2B3	475379	EIF2B3	eukaryotic translation initiation factor 2B subunit gamma
PLK3	475380	PLK3	polo like kinase 3
RPS8	475381	RPS8	ribosomal protein S8
KIF2C	475382	KIF2C	kinesin family member 2C
ARMH1	475383	ARMH1	armadillo like helical domain containing 1
ERI3	475384	ERI3	ERI1 exoribonuclease family member 3
DMAP1	475385	DMAP1	DNA methyltransferase 1 associated protein 1
DPH2	475387	DPH2	diphthamide biosynthesis 2
IPO13	475388	IPO13	importin 13
PTPRF	475389	PTPRF	protein tyrosine phosphatase receptor type F
CFAP57	475390	CFAP57	cilia and flagella associated protein 57
EBNA1BP2	475391	EBNA1BP2	EBNA1 binding protein 2
PARP2	475392	PARP2	poly(ADP-ribose) polymerase 2
PNP	475393	PNP	purine nucleoside phosphorylase
LOC475395	475395	LOC475395	ribonuclease pancreatic-like
METTL17	475396	METTL17	methyltransferase like 17
TPPP2	475397	TPPP2	tubulin polymerization promoting protein family member 2
ARHGEF40	475398	ARHGEF40	Rho guanine nucleotide exchange factor 40
HNRNPC	475399	HNRNPC	heterogeneous nuclear ribonucleoprotein C
RPGRIP1	475400	RPGRIP1	RPGR interacting protein 1
CHD8	475401	CHD8	chromodomain helicase DNA binding protein 8
RAB2B	475402	RAB2B	RAB2B, member RAS oncogene family
TOX4	475403	TOX4	TOX high mobility group box family member 4
METTL3	475404	METTL3	methyltransferase like 3
LOC475405	475405	LOC475405	KRR1 small subunit processome component homolog
LOC475406	475406	LOC475406	histidine--tRNA ligase, cytoplasmic pseudogene
NAP1L1	475407	NAP1L1	nucleosome assembly protein 1 like 1
OSBPL8	475408	OSBPL8	oxysterol binding protein like 8
LOC475410	475410	LOC475410	ribosomal protein L32 pseudogene
PPP1R12A	475411	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
LIN7A	475412	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
ACSS3	475414	ACSS3	acyl-CoA synthetase short chain family member 3
PPFIA2	475415	PPFIA2	PTPRF interacting protein alpha 2
SLC6A15	475416	SLC6A15	solute carrier family 6 member 15
RASSF9	475417	RASSF9	Ras association domain family member 9
MGAT4C	475418	MGAT4C	MGAT4 family member C
C15H12orf50	475419	C15H12orf50	chromosome 15 C12orf50 homolog
TMTC3	475421	TMTC3	transmembrane O-mannosyltransferase targeting cadherins 3
POC1B	475422	POC1B	POC1 centriolar protein B
EEA1	475424	EEA1	early endosome antigen 1
NUDT4	475425	NUDT4	nudix hydrolase 4
MRPL42	475426	MRPL42	mitochondrial ribosomal protein L42
NDUFA12	475428	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12
METAP2	475429	METAP2	methionyl aminopeptidase 2
USP44	475430	USP44	ubiquitin specific peptidase 44
NTN4	475431	NTN4	netrin 4
AMDHD1	475432	AMDHD1	amidohydrolase domain containing 1
HAL	475433	HAL	histidine ammonia-lyase
LOC475434	475434	LOC475434	ribosomal protein S6 pseudogene
SLC25A3	475436	SLC25A3	solute carrier family 25 member 3
UHRF1BP1L	475438	UHRF1BP1L	UHRF1 binding protein 1 like
ACTR6	475439	ACTR6	actin related protein 6
UTP20	475441	UTP20	UTP20 small subunit processome component
MYBPC1	475442	MYBPC1	myosin binding protein C1
GNPTAB	475443	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta
WASHC3	475444	WASHC3	WASH complex subunit 3
NUP37	475445	NUP37	nucleoporin 37
PAH	475446	PAH	phenylalanine hydroxylase
TDG	475448	TDG	thymine DNA glycosylase
HCFC2	475449	HCFC2	host cell factor C2
NFYB	475450	NFYB	nuclear transcription factor Y subunit beta
SMARCA5	475451	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
ANAPC10	475453	ANAPC10	anaphase promoting complex subunit 10
ABCE1	475454	ABCE1	ATP binding cassette subfamily E member 1
OTUD4	475455	OTUD4	OTU deubiquitinase 4
SMAD1	475456	SMAD1	SMAD family member 1
TMEM184C	475459	TMEM184C	transmembrane protein 184C
PRMT9	475460	PRMT9	protein arginine methyltransferase 9
NR3C2	475461	NR3C2	nuclear receptor subfamily 3 group C member 2
LOC475462	475462	LOC475462	voltage dependent anion channel 3 pseudogene
LRBA	475463	LRBA	LPS responsive beige-like anchor protein
GATB	475464	GATB	glutamyl-tRNA amidotransferase subunit B
FBXW7	475465	FBXW7	F-box and WD repeat domain containing 7
ARFIP1	475467	ARFIP1	ADP ribosylation factor interacting protein 1
TRIM2	475470	TRIM2	tripartite motif containing 2
SFRP2	475471	SFRP2	secreted frizzled related protein 2
FGB	475472	FGB	fibrinogen beta chain
FGA	475473	FGA	fibrinogen alpha chain
FGG	475474	FGG	fibrinogen gamma chain
RBM46	475475	RBM46	RNA binding motif protein 46
TDO2	475476	TDO2	tryptophan 2,3-dioxygenase
GLRB	475477	GLRB	glycine receptor beta
ETFDH	475480	ETFDH	electron transfer flavoprotein dehydrogenase
PPID	475481	PPID	peptidylprolyl isomerase D
FNIP2	475482	FNIP2	folliculin interacting protein 2
NAF1	475486	NAF1	nuclear assembly factor 1 ribonucleoprotein
TMA16	475487	TMA16	translation machinery associated 16 homolog
TMEM192	475489	TMEM192	transmembrane protein 192
KLHL2	475490	KLHL2	kelch like family member 2
MSMO1	475491	MSMO1	methylsterol monooxygenase 1
CPE	475492	CPE	carboxypeptidase E
DDX60	475493	DDX60	DExD/H-box helicase 60
PGAM2	475495	PGAM2	phosphoglycerate mutase 2
LOC475497	475497	LOC475497	synaptobrevin homolog YKT6
TMED4	475498	TMED4	transmembrane p24 trafficking protein 4
OGDH	475499	OGDH	oxoglutarate dehydrogenase
H2AZ2	475501	H2AZ2	H2A.Z variant histone 2
AGBL3	475504	AGBL3	ATP/GTP binding protein like 3
NUP205	475506	NUP205	nucleoporin 205
PTN	475509	PTN	pleiotrophin
EZH2	475511	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
CUL1	475512	CUL1	cullin 1
TPK1	475515	TPK1	thiamin pyrophosphokinase 1
OR2A9B	475516	OR2A9B	olfactory receptor family 2 subfamily A member 9B
LOC475517	475517	LOC475517	methylosome subunit pICln pseudogene
GSTK1	475518	GSTK1	glutathione S-transferase kappa 1
EPHB6	475519	EPHB6	EPH receptor B6
LOC475521	475521	LOC475521	cationic trypsin-like
LOC475522	475522	LOC475522	serine protease 58-like
MGAM	475523	MGAM	maltase-glucoamylase
SSBP1	475524	SSBP1	single stranded DNA binding protein 1
WEE2	475525	WEE2	WEE2 oocyte meiosis inhibiting kinase
BRAF	475526	BRAF	B-Raf proto-oncogene, serine/threonine kinase
ADCK2	475527	ADCK2	aarF domain containing kinase 2
MKRN1	475528	MKRN1	makorin ring finger protein 1
LUC7L2	475529	LUC7L2	LUC7-like 2 (S. cerevisiae)
RARRES2	475532	RARRES2	retinoic acid receptor responder 2
GIMAP4	475533	GIMAP4	GTPase, IMAP family member 4
TMEM176A	475535	TMEM176A	transmembrane protein 176A
AOC1	475536	AOC1	amine oxidase copper containing 1
CDK5	475537	CDK5	cyclin dependent kinase 5
SLC4A2	475538	SLC4A2	solute carrier family 4 member 2
LOC475540	475540	LOC475540	late histone H2B.L4-like
SMARCD3	475541	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
NUB1	475542	NUB1	negative regulator of ubiquitin like proteins 1
WDR86	475544	WDR86	WD repeat domain 86
RHEB	475545	RHEB	Ras homolog, mTORC1 binding
PRKAG2	475546	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2
XRCC2	475548	XRCC2	X-ray repair cross complementing 2
ACTR3B	475549	ACTR3B	actin related protein 3B
DPP6	475553	DPP6	dipeptidyl peptidase like 6
INSIG1	475554	INSIG1	insulin induced gene 1
LOC475558	475558	LOC475558	dnaJ homolog subfamily C member 21 pseudogene
NCAPG2	475559	NCAPG2	non-SMC condensin II complex subunit G2
LOC475563	475563	LOC475563	ubiquitin-conjugating enzyme E2 E1-like
SH2D4A	475564	SH2D4A	SH2 domain containing 4A
INTS10	475565	INTS10	integrator complex subunit 10
FNTA	475566	FNTA	farnesyltransferase, CAAX box, alpha
HOOK3	475567	HOOK3	hook microtubule tethering protein 3
RNF170	475568	RNF170	ring finger protein 170
THAP1	475569	THAP1	THAP domain containing 1
IDO1	475574	IDO1	indoleamine 2,3-dioxygenase 1
LOC475575	475575	LOC475575	disintegrin and metalloproteinase domain-containing protein 18-like
ADAM2	475576	ADAM2	ADAM metallopeptidase domain 2
ADAM32	475578	ADAM32	ADAM metallopeptidase domain 32
ADAM9	475579	ADAM9	ADAM metallopeptidase domain 9
HTRA4	475580	HTRA4	HtrA serine peptidase 4
TACC1	475581	TACC1	transforming acidic coiled-coil containing protein 1
LETM2	475583	LETM2	leucine zipper and EF-hand containing transmembrane protein 2
NSD3	475584	NSD3	nuclear receptor binding SET domain protein 3
PLPP5	475585	PLPP5	phospholipid phosphatase 5
DDHD2	475586	DDHD2	DDHD domain containing 2
LSM1	475587	LSM1	LSM1 homolog, mRNA degradation associated
STAR	475588	STAR	steroidogenic acute regulatory protein
ASH2L	475589	ASH2L	ASH2 like, histone lysine methyltransferase complex subunit
EIF4EBP1	475590	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
GOT1L1	475591	GOT1L1	glutamic-oxaloacetic transaminase 1 like 1
MAK16	475593	MAK16	MAK16 homolog
UBXN8	475595	UBXN8	UBX domain protein 8
GSR	475596	GSR	glutathione-disulfide reductase
RBPMS	475599	RBPMS	RNA binding protein, mRNA processing factor
DCTN6	475600	DCTN6	dynactin subunit 6
LEPROTL1	475601	LEPROTL1	leptin receptor overlapping transcript like 1
TNKS	475603	TNKS	tankyrase
MFHAS1	475604	MFHAS1	malignant fibrous histiocytoma amplified sequence 1
LOC475605	475605	LOC475605	prolow-density lipoprotein receptor-related protein 1-like
DLC1	475607	DLC1	DLC1 Rho GTPase activating protein
TUSC3	475608	TUSC3	tumor suppressor candidate 3
ZDHHC2	475610	ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2
VPS37A	475611	VPS37A	VPS37A subunit of ESCRT-I
MTMR7	475612	MTMR7	myotubularin related protein 7
SLC7A2	475614	SLC7A2	solute carrier family 7 member 2
MTUS1	475615	MTUS1	microtubule associated scaffold protein 1
GPATCH11	475616	GPATCH11	G-patch domain containing 11
FGL1	475617	FGL1	fibrinogen like 1
PCM1	475618	PCM1	pericentriolar material 1
TRIML1	475619	TRIML1	tripartite motif family like 1
FAT1	475621	FAT1	FAT atypical cadherin 1
F11	475623	F11	coagulation factor XI
KLKB1	475624	KLKB1	kallikrein B1
FAM149A	475625	FAM149A	family with sequence similarity 149 member A
CCDC110	475626	CCDC110	coiled-coil domain containing 110
ANKRD37	475627	ANKRD37	ankyrin repeat domain 37
LRP2BP	475628	LRP2BP	LRP2 binding protein
SNX25	475629	SNX25	sorting nexin 25
SLC25A4	475630	SLC25A4	solute carrier family 25 member 4
ACSL1	475631	ACSL1	acyl-CoA synthetase long chain family member 1
PRIMPOL	475632	PRIMPOL	primase and DNA directed polymerase
IRF2	475633	IRF2	interferon regulatory factor 2
ENPP6	475636	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6
TENM3	475637	TENM3	teneurin transmembrane protein 3
AGA	475638	AGA	aspartylglucosaminidase
NEIL3	475639	NEIL3	nei like DNA glycosylase 3
GPM6A	475641	GPM6A	glycoprotein M6A
EIPR1	475646	EIPR1	EARP complex and GARP complex interacting protein 1
TRAPPC12	475647	TRAPPC12	trafficking protein particle complex 12
RNASEH1	475648	RNASEH1	ribonuclease H1
RPS7	475649	RPS7	ribosomal protein S7
ALLC	475651	ALLC	allantoicase
KIDINS220	475657	KIDINS220	kinase D interacting substrate 220
MBOAT2	475658	MBOAT2	membrane bound O-acyltransferase domain containing 2
ASAP2	475659	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
ADAM17	475662	ADAM17	ADAM metallopeptidase domain 17
GRHL1	475664	GRHL1	grainyhead like transcription factor 1
KLF11	475665	KLF11	Kruppel like factor 11
ODC1	475666	ODC1	ornithine decarboxylase 1
ATP6V1C2	475667	ATP6V1C2	ATPase H+ transporting V1 subunit C2
PDIA6	475668	PDIA6	protein disulfide isomerase family A member 6
LPIN1	475670	LPIN1	lipin 1
