alias	gene_id	gene_symbol	gene_desc
Anxrr7	408144	Anxrr7	Anxiety related response QTL 7
Hcar14	408145	Hcar14	Hepatocarcinoma resistance QTL 14
Sach4	408146	Sach4	Saccharine consumption QTL 4
Lnnr3	408147	Lnnr3	Liver neoplastic nodule remodeling QTL 3
Anxrr9	408148	Anxrr9	Anxiety related response QTL 9
Alc15	408149	Alc15	Alcohol consumption QTL 15
Anxrr15	408150	Anxrr15	Anxiety related response QTL 15
Pia9	408151	Pia9	Pristane induced arthritis QTL 9
Alc16	408152	Alc16	Alcohol consumption QTL 16
Hcas7	408153	Hcas7	Hepatocarcinoma susceptibility QTL 7
Anxrr4	408154	Anxrr4	Anxiety related response QTL 4
Anxrr10	408155	Anxrr10	Anxiety related response QTL 10
Pia8	408156	Pia8	Pristane induced arthritis QTL 8
Hcar13	408157	Hcar13	Hepatocarcinoma resistance QTL 13
Anxrr13	408158	Anxrr13	Anxiety related response QTL 13
Alc17	408159	Alc17	Alcohol consumption QTL 17
Sach5	408160	Sach5	Saccharine consumption QTL 5
Stresp3	408161	Stresp3	Stress response QTL 3
Lnnr5	408162	Lnnr5	Liver neoplastic nodule remodeling QTL 5
Lnnr6	408163	Lnnr6	Liver neoplastic nodule remodeling QTL 6
Anxrr12	408164	Anxrr12	Anxiety related response QTL 12
Stresp2	408165	Stresp2	Stress response QTL 2
Anxrr8	408166	Anxrr8	Anxiety related response QTL 8
Alc14	408167	Alc14	Alcohol consumption QTL 14
Hcas5	408168	Hcas5	Hepatocarcinoma susceptibility QTL 5
Anxrr6	408169	Anxrr6	Anxiety related response QTL 6
Anxrr5	408170	Anxrr5	Anxiety related response QTL 5
Stresp1	408171	Stresp1	Stress response QTL 1
Lnnr4	408172	Lnnr4	Liver neoplastic nodule remodeling QTL 4
Hcas6	408173	Hcas6	Hepatocarcinoma susceptibility QTL 6
Pia21	408174	Pia21	Pristane induced arthritis QTL 21
Bp161	408175	Bp161	Blood pressure QTL 161
Pia24	408176	Pia24	Pristane induced arthritis QTL 24
Bp160	408177	Bp160	Blood pressure QTL 160
Pia23	408178	Pia23	Pristane induced arthritis QTL 23
Pia22	408179	Pia22	Pristane induced arthritis QTL 22
Sucnr1	408199	Sucnr1	succinate receptor 1
Pan2	408200	Pan2	poly(A) specific ribonuclease subunit PAN2
Ctsql2	408201	Ctsql2	cathepsin Q-like 2
Abhd12b	408202	Abhd12b	abhydrolase domain containing 12B
Prss58	408204	Prss58	serine protease 58
Tryx5	408205	Tryx5	trypsin X5
Ggt6	408206	Ggt6	gamma-glutamyl transferase 6
Mcpt8l3	408207	Mcpt8l3	mast cell protease 8-like 3
Mcpt4l1	408208	Mcpt4l1	mast cell protease 4-like 1
Mcpt1l3	408209	Mcpt1l3	mast cell protease 1-like 3
Klk4	408210	Klk4	kallikrein-related peptidase 4
Klk5l	408211	Klk5l	kallikrein 5-like
Cpa5	408212	Cpa5	carboxypeptidase A5
Tmprss11c	408213	Tmprss11c	transmembrane protease, serine 11C
Stfa2l1	408214	Stfa2l1	stefin A2-like 1
Stfa3l1	408215	Stfa3l1	stefin A3-like 1
Senp17	408216	Senp17	Sumo1/sentrin/SMT3 specific peptidase 17
Usp11	408217	Usp11	ubiquitin specific peptidase 11
Capn11	408218	Capn11	calpain 11
Senp18	408222	Senp18	Sumo1/sentrin/SMT3 specific peptidase 18
Usp54	408223	Usp54	ubiquitin specific peptidase 54
Slpil3	408224	Slpil3	antileukoproteinase-like 3
Wfdc6b	408225	Wfdc6b	WAP four-disulfide core domain 6B
Wfdc15a	408226	Wfdc15a	WAP four-disulfide core domain 15A
Wfdc12	408227	Wfdc12	WAP four-disulfide core domain 12
Wfdc9	408228	Wfdc9	WAP four-disulfide core domain 9
Slpil2	408229	Slpil2	antileukoproteinase-like 2
Wfdc15b	408230	Wfdc15b	WAP four-disulfide core domain 15B
Spink14	408231	Spink14	serine peptidase inhibitor, Kazal type 14
Spint5p	408232	Spint5p	serine peptidase inhibitor, Kunitz type 5
Spink4	408233	Spink4	serine peptidase inhibitor, Kazal type 4
Spink2	408234	Spink2	serine peptidase inhibitor, Kazal type 2
Spink6	408235	Spink6	serine peptidase inhibitor, Kazal type 6
Mug2	408236	Mug2	murinoglobulin 2
Spink7	408237	Spink7	serine peptidase inhibitor, Kazal type 7
Mcpt1l2	408238	Mcpt1l2	mast cell protease 1-like 2
Mcpt1l4	408239	Mcpt1l4	mast cell protease 1-like 4
Mcpt8l2	408240	Mcpt8l2	mast cell protease 8-like 2
Prss57	408241	Prss57	serine protease 57
Klk1c6	408242	Klk1c6	kallikrein 1-related peptidase C6
Ece2	408243	Ece2	endothelin-converting enzyme 2
Prss45	408244	Prss45	serine protease 45
Prss46	408245	Prss46	protease, serine, 46
C1rl	408246	C1rl	complement C1r subcomponent like
Try10	408247	Try10	trypsin 10
Psma3l	408248	Psma3l	proteasome subunit alpha type 3-like
Nanog	414065	Nanog	Nanog homeobox
Lcn6	414138	Lcn6	lipocalin 6
RT1-CE14	414270	RT1-CE14	RT1 class I, locus CE14
Rps15-ps2	414358	Rps15-ps2	ribosomal protein S15, pseudogene 2
RT1-L3	414441	RT1-L3	RT1 class Ib, locus L3
RT1-CE2	414779	RT1-CE2	RT1 class I, locus CE2
RT1-CE4	414783	RT1-CE4	RT1 class I, locus CE4
RT1-T24-4	414784	RT1-T24-4	RT1 class I, locus T24, gene 4
RT1-M6-1	414785	RT1-M6-1	RT1 class I, locus M6, gene 1
RT1-M1-2	414786	RT1-M1-2	RT1 class I, locus M1, gene 2
RT1-M10-1	414787	RT1-M10-1	RT1 class I, locus M10, gene 1
RT1-T24-3	414788	RT1-T24-3	RT1 class I, locus T24, gene 3
RT1-CE15	414789	RT1-CE15	RT1 class I, locus CE15
RT1-CE13	414790	RT1-CE13	RT1 class I, locus CE13
RT1-CE11	414791	RT1-CE11	RT1 class I, locus CE11
RT1-CE10	414792	RT1-CE10	RT1 class I, locus CE10
RT1-CE3	414793	RT1-CE3	RT1 class I, locus CE3
Trim39-ps	414794	Trim39-ps	Trim39 pseudogene
Rps15-ps1	414802	Rps15-ps1	ribosomal protein S15, pseudogene 1
RT1-M3-2-ps	414805	RT1-M3-2-ps	RT1 class I, locus M3, gene 2, pseudogene
3082ex4-5	414806	3082ex4-5	RT1 class pseudogene 3082ex4-5
RT1-M10-2-ps	414807	RT1-M10-2-ps	RT1 class I, locus M10, gene 2, pseudogene
RT1-M3-3-ps	414808	RT1-M3-3-ps	RT1 class I, locus M3, gene 3, pseudogene
RT1-M1-1-ps	414809	RT1-M1-1-ps	RT1 class I, locus M1, gene 1, pseudogene
Ppid-ps1	414810	Ppid-ps1	peptidylprolyl isomerase D, pseudogene 1
RT1-M1-3-ps	414811	RT1-M1-3-ps	RT1 class I, locus M1, gene 3, pseudogene
RT1-M7-ps	414812	RT1-M7-ps	RT1 class I, locus M7, pseudogene
RT1-M8-ps	414813	RT1-M8-ps	RT1 class I, locus M8, pseudogene
3252a3	414814	3252a3	RT1 class I pseudogene 3252a3
3258a2	414815	3258a2	RT1 class I, pseudogene 3258a2
3281a3	414816	3281a3	RT1 class I, pseudogene 3281a3
RT1-M10-3-ps	414817	RT1-M10-3-ps	RT1 class I, locus M10, gene 3, pseudogene
3298a3	414818	3298a3	RT1 class I, pseudogene 3298a3
RT1-CE16	414819	RT1-CE16	RT1 class I, locus CE16
RT1-M10-4-ps	414820	RT1-M10-4-ps	RT1 class I, locus M10, gene 4, pseudogene
Trim15-ps1	414821	Trim15-ps1	tripartite motif-containing 15, pseudogene 1
Pbp-ps	414822	Pbp-ps	Pbp pseudogene
Rpl39-ps	414823	Rpl39-ps	ribosomal protein 39 pseudogene
Ppp1cb-ps	414824	Ppp1cb-ps	protein phosphatase 1, catalytic subunit, beta isoform, pseudogene
Tsbp1	414826	Tsbp1	testis expressed basic protein 1
Rcrg1-ps20	414857	Rcrg1-ps20	Riken clone 5830469G19 related pseudogene 20
Rcrg1-ps21	414859	Rcrg1-ps21	Riken clone 5830469G19 related pseudogene 21
2743a1	414860	2743a1	2743a1 gene
2747a1a2	414861	2747a1a2	2747a1a2 pseudogene
2759a1	414862	2759a1	2759a1 pseudogene
Rcrg1-ps22	414863	Rcrg1-ps22	Riken clone 5830469G19 related pseudogene 22
2764a1	414864	2764a1	2764a1 pseudogene
Rcrg1-ps23	414865	Rcrg1-ps23	Riken clone 5830469G19 related pseudogene 23
2768a1a2	414866	2768a1a2	2768a1a2 pseudogene
Rcrg1-ps24	414867	Rcrg1-ps24	Riken clone 5830469G19 related pseudogene 24
Nerg-ps10	414868	Nerg-ps10	EST221625 related pseudogene 10
2781a1	414869	2781a1	class I gene fragment 2781
2788a1a2	414935	2788a1a2	class I gene fragment 2788a1a2
2795a1	414936	2795a1	class I gene fragment 2795
Rcrg1-ps25	414937	Rcrg1-ps25	Riken clone 5830469G19 related pseudogene 25
2800a1a2	414938	2800a1a2	class I gene fragment 2800
Rcrg1-ps26	414939	Rcrg1-ps26	Riken clone 5830469G19 related pseudogene 26
2812a1a2	414940	2812a1a2	class I gene fragment 2812
2824a1	414941	2824a1	class I gene fragment 2824
Rcrg1-ps27	414942	Rcrg1-ps27	Riken clone 5830469G19 related pseudogene 27
2829a1a2	414943	2829a1a2	class I gene fragment 2829
Rcrg1-ps28	414944	Rcrg1-ps28	Riken clone 5830469G19 related pseudogene 28
Nerg-ps11	414945	Nerg-ps11	EST221625 related pseudogene 11
2846a1a2	414946	2846a1a2	class I gene fragment 2846
2860a1	414947	2860a1	class I gene fragment 2860
Rcrg1-ps29	414948	Rcrg1-ps29	Riken clone 5830469G19 related pseudogene 29
2865a2	414949	2865a2	class I gene fragment 2865
Rcrg1-ps30	414950	Rcrg1-ps30	Riken clone 5830469G19 related pseudogene 30
2869a1a2	414951	2869a1a2	class I gene fragment 2869
Rcrg1-ps31	414952	Rcrg1-ps31	Riken clone 5830469G19 related pseudogene 31
Nerg-ps12	414953	Nerg-ps12	EST221625 related pseudogene 12
2879a1	414954	2879a1	class I gene fragment 2879
2886a1-a1a2	414955	2886a1-a1a2	class I gene fragment 2886
Rcrg1-ps32	414956	Rcrg1-ps32	Riken clone 5830469G19 related pseudogene 32
2901a1a2	414957	2901a1a2	class I gene fragment 2901
Rcrg1-ps33	414958	Rcrg1-ps33	Riken clone 5830469G19 related pseudogene 33
2906a1	414959	2906a1	class I gene fragment 2906
2920a1a2	414960	2920a1a2	class I gene fragment 2920
2927a1	414961	2927a1	class I gene fragment 2927
Nerg-ps13	414962	Nerg-ps13	EST221625 related pseudogene 13
Rcrg1-ps34	414963	Rcrg1-ps34	Riken clone 5830469G19 related pseudogene 34
2941a1a2	414964	2941a1a2	class I gene fragment 2941
Rcrg1-ps35	414965	Rcrg1-ps35	Riken clone 5830469G19 related pseudogene 35
2945a1a2	414966	2945a1a2	class I gene fragment 2945
Rcrg1-ps36	414967	Rcrg1-ps36	Riken clone 5830469G19 related pseudogene 36
2950a1	414968	2950a1	class I gene fragment 2950
2953a1a2	414969	2953a1a2	class I gene fragment 2953
2959a1	414970	2959a1	class I gene fragment 2959
2976a1	414971	2976a1	class I gene fragment 2976
Rcrg1-ps37	414972	Rcrg1-ps37	Riken clone 5830469G19 related pseudogene 37
2981a1a2	414973	2981a1a2	class I gene fragment 2981
Rcrg1-ps38	414974	Rcrg1-ps38	Riken clone 5830469G19 related pseudogene 38
2984a1a2	414975	2984a1a2	class I gene fragment 2984
Rcrg1-ps39	414976	Rcrg1-ps39	Riken clone 5830469G19 related pseudogene 39
Nerg-ps14	414977	Nerg-ps14	EST221625 related pseudogene 14
2994a1	414978	2994a1	class I gene fragment 2994
Nerg-ps15	414979	Nerg-ps15	EST221625 related pseudogene 15
Rcrg1-ps40	414980	Rcrg1-ps40	Riken clone 5830469G19 related pseudogene 40
RT1-P2-ps1	414981	RT1-P2-ps1	RT1 class I, locus P2, pseudogene 1
Rps2-ps1	414982	Rps2-ps1	ribosomal protein S2, pseudogene 1
RT1-O2-ps	414983	RT1-O2-ps	RT1 class I, locus O2, pseudogene
Rps2-ps2	414984	Rps2-ps2	ribosomal protein S2, pseudogene 2
RT1-O3-ps	414985	RT1-O3-ps	RT1 class I, locus O3, pseudogene
Rps2-ps3	414986	Rps2-ps3	ribosomal protein S2, pseudogene 3
RT1-V1-ps1	414987	RT1-V1-ps1	RT1 class I, locus V1, pseudogene 1
2458a2	414989	2458a2	class I gene fragment 2458
2461a1a2	414990	2461a1a2	class I gene fragment 2461
2463a1a2	414991	2463a1a2	class I gene fragment 2463
2464a1	414992	2464a1	class I gene fragment 2464
Rcrg1-ps1	414993	Rcrg1-ps1	Riken clone 5830469G19 related pseudogene 1
Rcrg2-ps1	414994	Rcrg2-ps1	Riken clone 2210412D01 related pseudogene 1
Rcrg1-ps2	414995	Rcrg1-ps2	Riken clone 5830469G19 related pseudogene 2
Rcrg1-ps3	414996	Rcrg1-ps3	Riken clone 5830469G19 related pseudogene 3
Nerg-ps1	414997	Nerg-ps1	EST221625 related pseudogene 1
Nerg-ps2	414998	Nerg-ps2	EST221625 related pseudogene 2
Rcrg2-ps2	414999	Rcrg2-ps2	Riken clone 2210412D01 related pseudogene 2
Rcrg1-ps4	415000	Rcrg1-ps4	Riken clone 5830469G19 related pseudogene 4
Rcrg2-ps3	415001	Rcrg2-ps3	Riken clone 2210412D01 related pseudogene 3
Nerg-ps3	415002	Nerg-ps3	EST221625 related pseudogene 3
Rcrg2-ps4	415003	Rcrg2-ps4	Riken clone 2210412D01 related pseudogene 4
Rcrg1-ps5	415004	Rcrg1-ps5	Riken clone 5830469G19 related pseudogene 5
Nerg-ps4	415005	Nerg-ps4	EST221625 related pseudogene 4
Rcrg2-ps5	415006	Rcrg2-ps5	Riken clone 2210412D01 related pseudogene 5
Rcrg1-ps6	415007	Rcrg1-ps6	Riken clone 5830469G19 related pseudogene 6
Rcrg2-ps6	415008	Rcrg2-ps6	Riken clone 2210412D01 related pseudogene 6
Rcrg1-ps7	415009	Rcrg1-ps7	Riken clone 5830469G19 related pseudogene 7
2509a1	415010	2509a1	class I gene fragment 2509
Rcrg1-ps8	415011	Rcrg1-ps8	Riken clone 5830469G19 related pseudogene 8
Rcrg1-ps9	415012	Rcrg1-ps9	Riken clone 5830469G19 related pseudogene 9
Nerg-ps5	415013	Nerg-ps5	EST221625 related pseudogene 5
Nerg-ps6	415014	Nerg-ps6	EST221625 related pseudogene 6
Rcrg1-ps10	415015	Rcrg1-ps10	Riken clone 5830469G19 related pseudogene 10
2539a1a2	415016	2539a1a2	class I gene fragment 2539
Rcrg1-ps11	415017	Rcrg1-ps11	Riken clone 5830469G19 related pseudogene 11
2543a1	415018	2543a1	class I gene fragment 2543
RT1-P1-ps1	415019	RT1-P1-ps1	RT1 class I, locus P1, pseudogene 1
RT1-V2-ps1	415020	RT1-V2-ps1	RT1 class I, locus V2, pseudogene 1
Rps2-ps4	415021	Rps2-ps4	ribosomal protein S2, pseudogene 4
2600a1a2	415022	2600a1a2	class I gene fragment 2600
Rcrg1-ps12	415023	Rcrg1-ps12	Riken clone 5830469G19 related pseudogene 12
2609a1a2	415024	2609a1a2	class I gene fragment 2609
Rcrg1-ps13	415025	Rcrg1-ps13	Riken clone 5830469G19 related pseudogene 13
Nerg-ps7	415026	Nerg-ps7	EST221625 related pseudogene 7
2619a1-ps1	415027	2619a1-ps1	class I gene fragment 2619, pseudogene 1
2619a1_ps2	415028	2619a1_ps2	class I gene fragment 2619, pseudogene 2
2641a1	415029	2641a1	class I gene fragment 2641
Rcrg1-ps14	415030	Rcrg1-ps14	Riken clone 5830469G19 related pseudogene 14
2646a1a2	415031	2646a1a2	class I gene fragment 2646
Rcrg1-ps15	415032	Rcrg1-ps15	Riken clone 5830469G19 related pseudogene 15
2661a1a2	415033	2661a1a2	class I gene fragment 2661
2664a1	415034	2664a1	class I gene fragment 2664
Rcrg1-ps16	415035	Rcrg1-ps16	Riken clone 5830469G19 related pseudogene 16
2669a1	415036	2669a1	class I gene fragment 2669
Rcrg1-ps17	415037	Rcrg1-ps17	Riken clone 5830469G19 related pseudogene 17
2673a1a2	415038	2673a1a2	class I gene fragment 2673
Rcrg1-ps18	415039	Rcrg1-ps18	Riken clone 5830469G19 related pseudogene 18
Nerg-ps8	415040	Nerg-ps8	EST221625 related pseudogene 8
2683a1	415041	2683a1	class I gene fragment 2683
2690a1-a1a2	415042	2690a1-a1a2	class I gene fragment 2690
2702a1	415043	2702a1	class I gene fragment 2702
2705a1	415044	2705a1	class I gene fragment 2705
Rcrg1-ps19	415045	Rcrg1-ps19	Riken clone 5830469G19 related pseudogene 19
Nerg-ps9	415046	Nerg-ps9	EST221625 related pseudogene 9
2715a1	415047	2715a1	class I gene fragment 2715
2722a1a2	415049	2722a1a2	class I gene fragment 2722
Rpl22-ps	415050	Rpl22-ps	Rpl22 pseudogene
CB741658	415051	CB741658	CB741658 gene
Sfta2	415052	Sfta2	surfactant associated 2
2310ex4-5	415055	2310ex4-5	class I gene fragment 2310
RT1-T24-2	415057	RT1-T24-2	RT1 class I, locus T24, gene 2
2331ex4-5	415058	2331ex4-5	class I gene fragment 2331
Rpl41-ps1	415059	Rpl41-ps1	ribosomal protein L41, pseudogene 1
2361ex4-5	415060	2361ex4-5	class I gene fragment 2361
Ly6g6d	415062	Ly6g6d	lymphocyte antigen 6 family member G6D
Rps25-ps2	415063	Rps25-ps2	ribosomal protein S25, pseudogene 2
Gpank1	415064	Gpank1	G patch domain and ankyrin repeats 1
E230034O05Rik	415065	E230034O05Rik	E230034O05Rik gene
Sacm2l-ps3	415066	Sacm2l-ps3	Sacm2l-ps3 pseudogene
Cdk2ap1-ps2	415067	Cdk2ap1-ps2	Cdk2ap1-ps2 pseudogene
LOC224733l-3	415068	LOC224733l-3	LOC224733l-3 pseudogene
Cdk2ap1-ps3	415069	Cdk2ap1-ps3	Cdk2ap1-ps3 pseudogene
LOC224733l-4	415070	LOC224733l-4	LOC224733l-4 pseudogene
Sacm2l-ps4	415072	Sacm2l-ps4	Sacm2l-ps4 pseudogene
RT1-CE6	415073	RT1-CE6	RT1 class I, locus CE6
LOC224733l-5	415074	LOC224733l-5	LOC224733l-5 pseudogene
Cdk2ap1-ps4	415075	Cdk2ap1-ps4	Cdk2ap1-ps4 pseudogene
LOC224733l-6	415076	LOC224733l-6	LOC224733l-6 pseudogene
RT1-CE8-ps1	415077	RT1-CE8-ps1	RT1 class I, locus CE8, pseudogene 1
RT1-CE9-ps1	415078	RT1-CE9-ps1	RT1 class I, locus CE9, pseudogene 1
LOC224733l-7	415079	LOC224733l-7	LOC224733l-7 pseudogene
Cdk2ap1-ps5	415080	Cdk2ap1-ps5	Cdk2ap1-ps5 pseudogene
LOC224733l-8	415081	LOC224733l-8	LOC224733l-8 pseudogene
Sacm2l-ps5	415082	Sacm2l-ps5	Sacm2l-ps5 pseudogene
Sacm2l-ps6	415083	Sacm2l-ps6	Sacm2l-ps6 pseudogene
Sacm2l-ps7	415084	Sacm2l-ps7	Sacm2l-ps7 pseudogene
Cdk2ap1-ps6	415085	Cdk2ap1-ps6	Cdk2ap1-ps6 pseudogene
Cdk2ap1-ps7	415086	Cdk2ap1-ps7	Cdk2ap1-ps7 pseudogene
LOC224733l-9	415087	LOC224733l-9	LOC224733l-9 pseudogene
Cdk2ap1-ps8	415088	Cdk2ap1-ps8	Cdk2ap1-ps8 pseudogene
Tnxb	415089	Tnxb	tenascin XB
LOC224733l-1	415092	LOC224733l-1	LOC224733l-1 pseudogene
LOC224733l-2	415093	LOC224733l-2	LOC224733l-2 pseudogene
Sacm2l-ps1	415094	Sacm2l-ps1	Sacm2l-ps1 pseudogene
Sacm2l-ps2	415095	Sacm2l-ps2	Sacm2l-ps2 pseudogene
Elavl4	432358	Elavl4	ELAV like RNA binding protein 4
Sgce	432360	Sgce	sarcoglycan, epsilon
Nrg2	432361	Nrg2	neuregulin 2
Slco4c1	432363	Slco4c1	solute carrier organic anion transporter family, member 4C1
Npc1l1	432367	Npc1l1	NPC1 like intracellular cholesterol transporter 1
Fut8	432392	Fut8	fucosyltransferase 8
Kprp	432393	Kprp	keratinocyte proline-rich protein
Atp6v0e2	436582	Atp6v0e2	ATPase, H+ transporting V0 subunit e2
Olr1281-ps	442856	Olr1281-ps	olfactory receptor pseudogene Olr1281-ps
Olr1210-ps	442857	Olr1210-ps	olfactory receptor pseudogene Olr1210-ps
Prm3	442921	Prm3	protamine 3
Bp159	444893	Bp159	Blood pressure QTL 159
Bp167	444894	Bp167	Blood pressure QTL 167
Bp158	444895	Bp158	Blood pressure QTL 158
Oia8	444896	Oia8	Oil induced arthritis QTL 8
Cm1	444897	Cm1	Cardiac mass QTL 1
Arunc3	444898	Arunc3	Aerobic running capacity QTL 3
Arunc2	444899	Arunc2	Aerobic running capacity QTL 2
Bp169	444900	Bp169	Blood pressure QTL 169
Arunc1	444901	Arunc1	Aerobic running capacity QTL 1
Glom7	444902	Glom7	Glomerulus QTL 7
Bw122	444903	Bw122	Body weight QTL 122
Edpm10	444904	Edpm10	Estrogen-dependent pituitary mass QTL 10
Glom8	444905	Glom8	Glomerulus QTL 8
Rf18	444906	Rf18	Renal function QTL 18
Rf8	444907	Rf8	Renal function QTL 8
Rf13	444908	Rf13	Renal function QTL 13
Stl7	444909	Stl7	Serum triglyceride level QTL 7
Rf12	444910	Rf12	Renal function QTL 12
Bp183	444911	Bp183	Blood pressure QTL 183
Bp176	444912	Bp176	Blood pressure QTL 176
Srn2	444913	Srn2	Serum renin concentration QTL 2
Hrtrt7	444914	Hrtrt7	Heart rate QTL 7
Hrtrt5	444915	Hrtrt5	Heart rate QTL 5
Hrtrt8	444916	Hrtrt8	Heart rate QTL 8
Bp190	444917	Bp190	Blood pressure QTL 190
Bp180	444918	Bp180	Blood pressure QTL 180
Kidm7	444919	Kidm7	Kidney mass QTL 7
Hrtrt1	444920	Hrtrt1	Heart rate QTL 1
Wbc1	444921	Wbc1	White blood cell count QTL 1
Bp194	444922	Bp194	Blood pressure QTL 194
Cm4	444923	Cm4	Cardiac mass QTL 4
Rf26	444924	Rf26	Renal function QTL 26
Bp175	444925	Bp175	Blood pressure QTL 175
Srn1	444926	Srn1	Serum renin concentration QTL 1
Rf16	444927	Rf16	Renal function QTL 16
Rf25	444928	Rf25	Renal function QTL 25
Rf20	444929	Rf20	Renal function QTL 20
Bp193	444930	Bp193	Blood pressure QTL 193
Bp182	444931	Bp182	Blood pressure QTL 182
Rf24	444932	Rf24	Renal function QTL 24
Bp185	444933	Bp185	Blood pressure QTL 185
Rf19	444934	Rf19	Renal function QTL 19
Rf22	444935	Rf22	Renal function QTL 22
Bp186	444936	Bp186	Blood pressure QTL 186
Hrtrt9	444937	Hrtrt9	Heart rate QTL 9
Hrtrt6	444938	Hrtrt6	Heart rate QTL 6
Srn3	444939	Srn3	Serum renin concentration QTL 3
Bp178	444940	Bp178	Blood pressure QTL 178
Bp191	444941	Bp191	Blood pressure QTL 191
Rf14	444942	Rf14	Renal function QTL 14
Rf23	444943	Rf23	Renal function QTL 23
Rf7	444944	Rf7	Renal function QTL 7
Rf17	444945	Rf17	Renal function QTL 17
Bp187	444946	Bp187	Blood pressure QTL 187
Bp192	444947	Bp192	Blood pressure QTL 192
Cm6	444948	Cm6	Cardiac mass QTL 6
Cm3	444949	Cm3	Cardiac mass QTL 3
Bp181	444950	Bp181	Blood pressure QTL 181
Bp195	444951	Bp195	Blood pressure QTL 195
Bp171	444952	Bp171	Blood pressure QTL 171
Bp189	444953	Bp189	Blood pressure QTL 189
Bp174	444954	Bp174	Blood pressure QTL 174
Bp179	444955	Bp179	Blood pressure QTL 179
Rf21	444956	Rf21	Renal function QTL 21
Bp173	444957	Bp173	Blood pressure QTL 173
Kidm4	444958	Kidm4	Kidney mass QTL 4
Hrtrt3	444959	Hrtrt3	Heart rate QTL 3
Rf10	444960	Rf10	Renal function QTL 10
Bp188	444961	Bp188	Blood pressure QTL 188
Cardf1	444962	Cardf1	Cardiac cell morphology QTL 1
Rf15	444963	Rf15	Renal function QTL 15
Rf9	444964	Rf9	Renal function QTL 9
Kidm6	444965	Kidm6	Kidney mass QTL 6
Hrtrt2	444966	Hrtrt2	Heart rate QTL 2
Bp170	444967	Bp170	Blood pressure QTL 170
Bp177	444968	Bp177	Blood pressure QTL 177
Rf6	444969	Rf6	Renal function QTL 6
Bp184	444970	Bp184	Blood pressure QTL 184
Bp172	444971	Bp172	Blood pressure QTL 172
Rf11	444972	Rf11	Renal function QTL 11
Bw15	444973	Bw15	Body weight QTL 15
Cm5	444974	Cm5	Cardiac mass QTL 5
Hrtrt10	444975	Hrtrt10	Heart rate QTL 10
Cm2	444976	Cm2	Cardiac mass QTL 2
Hrtrt4	444977	Hrtrt4	Heart rate QTL 4
Kidm5	444978	Kidm5	Kidney mass QTL 5
Bw14	444979	Bw14	Body weight QTL 14
Eml5	444982	Eml5	EMAP like 5
Apold1	444983	Apold1	apolipoprotein L domain containing 1
Dnmt3a	444984	Dnmt3a	DNA methyltransferase 3 alpha
Dnmt3b	444985	Dnmt3b	DNA methyltransferase 3 beta
Il22ra2	444986	Il22ra2	interleukin 22 receptor subunit alpha 2
Ufc1	445268	Ufc1	ubiquitin-fold modifier conjugating enzyme 1
C5ar2	445269	C5ar2	complement component 5a receptor 2
Jph4	445271	Jph4	junctophilin 4
Kcnk18	445371	Kcnk18	potassium two pore domain channel subfamily K member 18
S100a11	445415	S100a11	S100 calcium binding protein A11
Thbs1	445442	Thbs1	thrombospondin 1
Crhsp-28	445446	Crhsp-28	calcium regulated heat stable protein-28
Repin1	445541	Repin1	replication initiator 1
Reg4	445583	Reg4	regenerating family member 4
Dear	446170	Dear	dual endothelin 1, angiotensin II receptor
Smgc	446171	Smgc	submandibular gland protein C
Ly96	448830	Ly96	lymphocyte antigen 96
Bw17	448851	Bw17	Body weight QTL 17
Bw19	448852	Bw19	Body weight QTL 19
Sprol1	448853	Sprol1	Serum protein level QTL 1
Tcas1	448854	Tcas1	Tongue tumor susceptibility QTL 1
Ugt1a@	449617	Ugt1a@	UDP glycosyltransferase 1 family, polypeptide A cluster
Clec4b2	450222	Clec4b2	C-type lectin domain family 4, member B2
Clec4e	450223	Clec4e	C-type lectin domain family 4, member E
Omg	450224	Omg	oligodendrocyte-myelin glycoprotein
Krt10	450225	Krt10	keratin 10
Ka11	450226	Ka11	type I keratin KA11
Krt33b	450227	Krt33b	keratin 33B
Krt31	450228	Krt31	keratin 31
Krt27	450229	Krt27	keratin 27
Krt32	450230	Krt32	keratin 32
Krt42	450231	Krt42	keratin 42
Adgre4	450235	Adgre4	adhesion G protein-coupled receptor E4
Clec4a	474143	Clec4a	C-type lectin domain family 4, member A
Clec6a-ps1	474144	Clec6a-ps1	C-type lectin domain family 6, member A, pseudogene 1
Hcst	474146	Hcst	hematopoietic cell signal transducer
Mib2	474147	Mib2	MIB E3 ubiquitin protein ligase 2
Rbm4b	474154	Rbm4b	RNA binding motif protein 4B
Rnase2	474169	Rnase2	ribonuclease A family member 2
Sspo	474348	Sspo	SCO-spondin
Thym1	474366	Thym1	Thymus enlargement QTL 1
Thym2	474367	Thym2	Thymus enlargement QTL 2
Ciaa1	474368	Ciaa1	CIA Autoantibody QTL 1
Gcs1	474369	Gcs1	Gastric cancer susceptibility QTL1
Uae1	474370	Uae1	Urinary albumin excretion QTL 1
Anxrr3	474371	Anxrr3	Anxiety related response QTL 3
Pmaip1	492821	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1
Crppa	493574	Crppa	CDP-L-ribitol pyrophosphorylase A
LOC493584	493584	LOC493584	HN1-like pseudogene
Capza2	493810	Capza2	capping actin protein of muscle Z-line subunit alpha 2
Gimap9	493865	Gimap9	GTPase, IMAP family member 9
